id	type	modified	language	rights	rightsHolder	bibliographicCitation	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	individualCount	sex	lifeStage	preparations	disposition	eventDate	year	month	day	verbatimEventDate	habitat	eventRemarks	locationID	continent	waterBody	country	countryCode	stateProvince	locality	verbatimElevation	minimumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	georeferencedBy	scientificName	originalNameUsage	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	taxonRemarks
NMR996800042885	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Pseudozizeeria maha (Kollar, 1848) (NMR 996800042885)"	NMR	Insecta	PreservedSpecimen	NMR996800042885	NMR996800042885		1			imago	in collection	6/5/09	2009	6	5					Asia		China	CN-51	Sichuan	Mount Qingcheng		800	30.8667	103.4167	WGS84			F.J.A. Slieker	"Heliophorus saphir  (Blanchard, 1871)"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Heliophorus		maha			"(Kollar, 1848)"		ICZN	accepted	
NMR996800042886	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Pseudozizeeria maha (Kollar, 1848) (NMR 996800042886)"	NMR	Insecta	PreservedSpecimen	NMR996800042886	NMR996800042886		1			imago	in collection	7/15/10	2010	7	15					Asia		China	CN-51	Sichuan	Luding		1400	29.926667	102.2325	WGS84			F.J.A. Slieker	"Heliophorus saphir  (Blanchard, 1871)"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Heliophorus		maha			"(Kollar, 1848)"		ICZN	accepted	
NMR996800042887	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Pseudozizeeria maha (Kollar, 1848) (NMR 996800042887)"	NMR	Insecta	PreservedSpecimen	NMR996800042887	NMR996800042887		1			imago	in collection	7/21/10	2010	7	21					Asia		China	CN-51	Sichuan	Luding		1400	29.926667	102.2325	WGS84			F.J.A. Slieker	"Heliophorus saphir  (Blanchard, 1871)"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Heliophorus		maha			"(Kollar, 1848)"		ICZN	accepted	
NMR996800042888	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Pseudozizeeria maha (Kollar, 1848) (NMR 996800042888)"	NMR	Insecta	PreservedSpecimen	NMR996800042888	NMR996800042888		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	Road Jiuzhaigou-Baihe		1490	33.327699	104.030348	WGS84			F.J.A. Slieker	"Heliophorus saphir  (Blanchard, 1871)"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Heliophorus		maha			"(Kollar, 1848)"		ICZN	accepted	
NMR996800078197	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Acraea issoria (Fruhstorfer, 1914) (NMR 996800078197)"	NMR	Insecta	PreservedSpecimen	NMR996800078197	NMR996800078197		1			imago	in collection	6/17/06	2006	6	17					Asia		China	CN-53	Yunnan	Stone Forest (Shilin)		1700	24.819167	103.334167	WGS84			F.J.A. Slieker	"Graphium leechi  (Rothschild, 1895)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		issoria	sordice		"(Fruhstorfer, 1914)"		ICZN	accepted	
NMR996800078198	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Acraea issoria (Fruhstorfer, 1914) (NMR 996800078198)"	NMR	Insecta	PreservedSpecimen	NMR996800078198	NMR996800078198		1			imago	in collection	6/4/09	2009	6	4					Asia		China	CN-51	Sichuan	"Dujiangyan, near Dujiangyan Hexiang Hotel (Flying Crane Hotel)"		700	30.897056	103.582446	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		issoria	sordice		"(Fruhstorfer, 1914)"		ICZN	accepted	
NMR996800078199	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Acraea issoria (Fruhstorfer, 1914) (NMR 996800078199)"	NMR	Insecta	PreservedSpecimen	NMR996800078199	NMR996800078199		1			imago	in collection	6/11/09	2009	6	11					Asia		China	CN-51	Sichuan	Mount Qingcheng		800	30.8667	103.4167	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		issoria	sordice		"(Fruhstorfer, 1914)"		ICZN	accepted	
NMR996800078200	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Acraea issoria (Fruhstorfer, 1914) (NMR 996800078200)"	NMR	Insecta	PreservedSpecimen	NMR996800078200	NMR996800078200		1			imago	in collection	6/4/09	2009	6	4					Asia		China	CN-51	Sichuan	"Dujiangyan, near Dujiangyan Hexiang Hotel (Flying Crane Hotel)"		800	30.897056	103.582446	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		issoria	sordice		"(Fruhstorfer, 1914)"		ICZN	accepted	
NMR996800079035	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Araschnia doris Leech, 1893 (NMR 996800079035)"	NMR	Insecta	PreservedSpecimen	NMR996800079035	NMR996800079035		1			imago	in collection	6/10/09	2009	6	10					Asia		China	CN-51	Sichuan	Mount Qingcheng		800	30.8667	103.4167	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		doris			"Leech, 1893"		ICZN	accepted	
NMR996800079036	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Araschnia doris Leech, 1893 (NMR 996800079036)"	NMR	Insecta	PreservedSpecimen	NMR996800079036	NMR996800079036		1			imago	in collection	6/12/09	2009	6	12					Asia		China	CN-51	Sichuan	Mount Qingcheng		800	30.8667	103.4167	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		doris			"Leech, 1893"		ICZN	accepted	
NMR996800079037	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Araschnia doris Leech, 1893 (NMR 996800079037)"	NMR	Insecta	PreservedSpecimen	NMR996800079037	NMR996800079037		1			imago	in collection	6/6/09	2009	6	6					Asia		China	CN-51	Sichuan	Mount Qingcheng		800	30.8667	103.4167	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		doris			"Leech, 1893"		ICZN	accepted	
NMR996800079038	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Araschnia doris Leech, 1893 (NMR 996800079038)"	NMR	Insecta	PreservedSpecimen	NMR996800079038	NMR996800079038		1			imago	in collection	6/14/09	2009	6	14					Asia		China	CN-51	Sichuan	"Qingcheng Housan, 10 km NW of Mount Qingcheng"		850	30.911667	103.546667	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		doris			"Leech, 1893"		ICZN	accepted	
NMR996800079039	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Araschnia doris Leech, 1893 (NMR 996800079039)"	NMR	Insecta	PreservedSpecimen	NMR996800079039	NMR996800079039		1			imago	in collection	6/9/09	2009	6	9					Asia		China	CN-51	Sichuan	"Qingcheng Housan, 10 km NW of Mount Qingcheng"		900	30.911667	103.546667	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		doris			"Leech, 1893"		ICZN	accepted	
NMR996800081064	Physical object	20-02-2015	en		Natural History Museum Rotterdam	"Cyrestis thyodamas Boisduval, 1836 (NMR 996800081064)"	NMR	Insecta	PreservedSpecimen	NMR996800081064	NMR996800081064		1			imago	in collection									Asia		China	CN-53	Yunnan				0	0					"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		thyodamas			"Boisduval, 1836"		ICZN	accepted	
NMR996800081410	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Parnassius orleans OberthÃ_r, 1890 (NMR 996800081410)"	NMR	Insecta	PreservedSpecimen	NMR996800081410	NMR996800081410		1			imago	in collection	2000-06-00	2000	6	0					Asia		China	CN-61	Shaanxi	"Qinling Mountains, Houzhenzi"		3200	33.774402	108.026444	WGS84			F.J.A. Slieker	"Graphium eurous  (Leech, 1893)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		orleans			"OberthÃ_r, 1890"		ICZN	accepted	
NMR996800081472	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Melitaea arcesia Bremer, 1864 (NMR 996800081472)"	NMR	Insecta	PreservedSpecimen	NMR996800081472	NMR996800081472		1			imago	in collection	7/6/97	1997	7	6					Asia		China	CN-65	Xinjiang Uygur	"Karlik Mountains, 75 km NW of Hami"		3400	43.652298	93.718271	WGS84			F.J.A. Slieker	"Graphium tamerlanus  (OberthÃ_r, 1876)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		arcesia			"Bremer, 1864"	Blackvein Fritillary	ICZN	accepted	
NMR996800083156	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Argynnis xipe Grum-Grshimailo, 1891 (NMR 996800083156)"	NMR	Insecta	PreservedSpecimen	NMR996800083156	NMR996800083156		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Graphium tamerlanus  (OberthÃ_r, 1876)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		xipe			"Grum-Grshimailo, 1891"		ICZN	accepted	
NMR996800083157	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Argynnis xipe Grum-Grshimailo, 1891 (NMR 996800083157)"	NMR	Insecta	PreservedSpecimen	NMR996800083157	NMR996800083157		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Graphium tamerlanus  (OberthÃ_r, 1876)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		xipe			"Grum-Grshimailo, 1891"		ICZN	accepted	
NMR996800083158	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Argynnis xipe Grum-Grshimailo, 1891 (NMR 996800083158)"	NMR	Insecta	PreservedSpecimen	NMR996800083158	NMR996800083158		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Graphium tamerlanus  (OberthÃ_r, 1876)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		xipe			"Grum-Grshimailo, 1891"		ICZN	accepted	
NMR996800083159	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Argynnis xipe Grum-Grshimailo, 1891 (NMR 996800083159)"	NMR	Insecta	PreservedSpecimen	NMR996800083159	NMR996800083159		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		1630	33.225	103.738333	WGS84			F.J.A. Slieker	"Graphium mullah  (Alpheraky, 1897)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		xipe			"Grum-Grshimailo, 1891"		ICZN	accepted	
NMR996800083666	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Papilio xuthus Linnaeus, 1767 (NMR 996800083666)"	NMR	Insecta	PreservedSpecimen	NMR996800083666	NMR996800083666		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		1630	33.225	103.738333	WGS84			F.J.A. Slieker	"Graphium sarpedon  (Linnaeus, 1758)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		xuthus			"Linnaeus, 1767"	Asian Swallowtail	ICZN	accepted	
NMR996800083681	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Pieris canidia Sparrman, 1768 (NMR 996800083681)"	NMR	Insecta	PreservedSpecimen	NMR996800083681	NMR996800083681		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		1630	33.225	103.738333	WGS84			F.J.A. Slieker	"Graphium parus  (De NicÃ©ville, 1900)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium		canidia			"Sparrman, 1768"		ICZN	accepted	
NMR996800083950	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Melitaea arcesia Bremer, 1864 (NMR 996800083950)"	NMR	Insecta	PreservedSpecimen	NMR996800083950	NMR996800083950		1			imago	in collection	8/31/98	1998	8	31					Asia		China	CN-62	Gansu	Xiahe		3000	35.19	102.520833	WGS84			F.J.A. Slieker	"Gonepteryx mahaguru alvinda (Blanchard, 1871)"		Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Gonepteryx		arcesia			"Bremer, 1864"	Blackvein Fritillary	ICZN	accepted	
NMR996800083981	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Melitaea solona AlphÃ©raky, 1881 (NMR 996800083981)"	NMR	Insecta	PreservedSpecimen	NMR996800083981	NMR996800083981		1			imago	in collection	7/1/01	2001	7	1					Asia		China	CN-65	Xinjiang Uygur	Urumqi		3100	43.854546	88.189611	WGS84			F.J.A. Slieker	"Gonepteryx mahaguru alvinda (Blanchard, 1871)"		Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Gonepteryx		solona			"AlphÃ©raky, 1881"		ICZN	accepted	
NMR996800084083	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Boloria gong (OberthÃ_r, 1884) (NMR 996800084083)"	NMR	Insecta	PreservedSpecimen	NMR996800084083	NMR996800084083		1			imago	in collection	7/1/06	2006	7	1					Asia		China	CN-53	Yunnan	"Jade Dragon Snow Mountain, 45 km N of Lijiang"		3000	27.2515	100.175465	WGS84			F.J.A. Slieker	"Gonepteryx mahaguru alvinda (Blanchard, 1871)"		Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Gonepteryx		gong			"(OberthÃ_r, 1884)"		ICZN	accepted	
NMR996800084084	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Boloria gong (OberthÃ_r, 1884) (NMR 996800084084)"	NMR	Insecta	PreservedSpecimen	NMR996800084084	NMR996800084084		1			imago	in collection	7/1/06	2006	7	1					Asia		China	CN-53	Yunnan	"Jade Dragon Snow Mountain, 45 km N of Lijiang"		3000	27.2515	100.175465	WGS84			F.J.A. Slieker	"Dolbina exacta  Staudinger, 1892"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Dolbina		gong			"(OberthÃ_r, 1884)"		ICZN	accepted	
NMR996800084085	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Boloria gong (OberthÃ_r, 1884) (NMR 996800084085)"	NMR	Insecta	PreservedSpecimen	NMR996800084085	NMR996800084085		1			imago	in collection	7/1/06	2006	7	1					Asia		China	CN-53	Yunnan	"Jade Dragon Snow Mountain, 45 km N of Lijiang"		3000	27.2515	100.175465	WGS84			F.J.A. Slieker	"Dolbina exacta  Staudinger, 1892"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Dolbina		gong			"(OberthÃ_r, 1884)"		ICZN	accepted	
NMR996800084086	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Boloria gong (OberthÃ_r, 1884) (NMR 996800084086)"	NMR	Insecta	PreservedSpecimen	NMR996800084086	NMR996800084086		1			imago	in collection	7/1/06	2006	7	1					Asia		China	CN-53	Yunnan	"Jade Dragon Snow Mountain, 45 km N of Lijiang"		3000	27.2515	100.175465	WGS84			F.J.A. Slieker	"Cyrestis thyodamas  Boisduval, 1836"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Cyrestis		gong			"(OberthÃ_r, 1884)"		ICZN	accepted	
NMR996800084098	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Neptis rivularis Eliot, 1969 (NMR 996800084098)"	NMR	Insecta	PreservedSpecimen	NMR996800084098	NMR996800084098		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Cupido argiades tibetanus Lorkovic, 1943"	Staartblauwtje	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido		rivularis	sinta		"Eliot, 1969"		ICZN	accepted	
NMR996800084099	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Neptis rivularis Eliot, 1969 (NMR 996800084099)"	NMR	Insecta	PreservedSpecimen	NMR996800084099	NMR996800084099		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Cupido argiades tibetanus Lorkovic, 1943"	Staartblauwtje	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido		rivularis	sinta		"Eliot, 1969"		ICZN	accepted	
NMR996800084100	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Neptis rivularis Eliot, 1969 (NMR 996800084100)"	NMR	Insecta	PreservedSpecimen	NMR996800084100	NMR996800084100		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Cupido argiades tibetanus Lorkovic, 1943"	Staartblauwtje	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido		rivularis	sinta		"Eliot, 1969"		ICZN	accepted	
NMR996800084101	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Neptis rivularis Eliot, 1969 (NMR 996800084101)"	NMR	Insecta	PreservedSpecimen	NMR996800084101	NMR996800084101		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	Road Jiuzhaigou-Baihe		1630	33.327699	104.030348	WGS84			F.J.A. Slieker	"Cupido argiades tibetanus Lorkovic, 1943"	Staartblauwtje	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido		rivularis	sinta		"Eliot, 1969"		ICZN	accepted	
NMR996800084102	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Neptis rivularis Eliot, 1969 (NMR 996800084102)"	NMR	Insecta	PreservedSpecimen	NMR996800084102	NMR996800084102		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	Road Jiuzhaigou-Baihe		1630	33.327699	104.030348	WGS84			F.J.A. Slieker	"Cupido argiades tibetanus Lorkovic, 1943"	Staartblauwtje	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido		rivularis	sinta		"Eliot, 1969"		ICZN	accepted	
NMR996800084103	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Mimathyma schrenckii (MÃ©nÃ©triÃ©s, 1859) (NMR 996800084103)"	NMR	Insecta	PreservedSpecimen	NMR996800084103	NMR996800084103		1			imago	in collection	2005-07-00	2005	7	0					Asia		China	CN-14	Shanxi	"Qin Ling Mountains, Fopin"			33.602102	108.34757	WGS84			F.J.A. Slieker	"Cupido argiades tibetanus Lorkovic, 1943"	Staartblauwtje	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido		schrenckii			"(MÃ©nÃ©triÃ©s, 1859)"		ICZN	accepted	
NMR996800084130	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Cupido argiades Lorkovic, 1943 (NMR 996800084130)"	NMR	Insecta	PreservedSpecimen	NMR996800084130	NMR996800084130		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Cupido argiades tibetanus Lorkovic, 1943"	Staartblauwtje	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Cupido		argiades	tibetanus		"Lorkovic, 1943"	Short-tailed Blue	ICZN	accepted	
NMR996800084131	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Cupido argiades Lorkovic, 1943 (NMR 996800084131)"	NMR	Insecta	PreservedSpecimen	NMR996800084131	NMR996800084131		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Colias fieldii chinensis (Verity, 1909)"		Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Colias		argiades	tibetanus		"Lorkovic, 1943"	Short-tailed Blue	ICZN	accepted	
NMR996800084132	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Cupido argiades Lorkovic, 1943 (NMR 996800084132)"	NMR	Insecta	PreservedSpecimen	NMR996800084132	NMR996800084132		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Colias fieldii chinensis (Verity, 1909)"		Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Colias		argiades	tibetanus		"Lorkovic, 1943"	Short-tailed Blue	ICZN	accepted	
NMR996800084133	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Cupido argiades Lorkovic, 1943 (NMR 996800084133)"	NMR	Insecta	PreservedSpecimen	NMR996800084133	NMR996800084133		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Colias fieldii chinensis (Verity, 1909)"		Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Colias		argiades	tibetanus		"Lorkovic, 1943"	Short-tailed Blue	ICZN	accepted	
NMR996800084134	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Cupido argiades Lorkovic, 1943 (NMR 996800084134)"	NMR	Insecta	PreservedSpecimen	NMR996800084134	NMR996800084134		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Coenonympha amaryllis  (Stoll, 1782)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Coenonympha		argiades	tibetanus		"Lorkovic, 1943"	Short-tailed Blue	ICZN	accepted	
NMR996800084135	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Cupido argiades Lorkovic, 1943 (NMR 996800084135)"	NMR	Insecta	PreservedSpecimen	NMR996800084135	NMR996800084135		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Clanis bilineata  (Walker, 1866)"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis		argiades	tibetanus		"Lorkovic, 1943"	Short-tailed Blue	ICZN	accepted	
NMR996800084136	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Cupido argiades Lorkovic, 1943 (NMR 996800084136)"	NMR	Insecta	PreservedSpecimen	NMR996800084136	NMR996800084136		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2050	33.225	103.738333	WGS84			F.J.A. Slieker	"Clanis bilineata  (Walker, 1866)"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis		argiades	tibetanus		"Lorkovic, 1943"	Short-tailed Blue	ICZN	accepted	
NMR996800084986	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria pales (Fruhstorfer, 1903) (NMR 996800084986)"	NMR	Insecta	PreservedSpecimen	NMR996800084986	NMR996800084986		1			imago	in collection	2004-07-00	2004	7	0					Asia		China	CN-61	Shaanxi	Mount Taibai Shan		3050	33.955	107.763333	WGS84			F.J.A. Slieker	"Clanis bilineata  (Walker, 1866)"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis		pales	palina		"(Fruhstorfer, 1903)"		ICZN	accepted	
NMR996800084987	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria pales (Fruhstorfer, 1903) (NMR 996800084987)"	NMR	Insecta	PreservedSpecimen	NMR996800084987	NMR996800084987		1			imago	in collection	2004-07-00	2004	7	0					Asia		China	CN-61	Shaanxi	Mount Taibai Shan		3050	33.955	107.763333	WGS84			F.J.A. Slieker	"Clanis undulosa  Moore, 1879"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis		pales	palina		"(Fruhstorfer, 1903)"		ICZN	accepted	
NMR996800084988	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria pales (Fruhstorfer, 1903) (NMR 996800084988)"	NMR	Insecta	PreservedSpecimen	NMR996800084988	NMR996800084988		1			imago	in collection	2004-07-00	2004	7	0					Asia		China	CN-61	Shaanxi	Mount Taibai Shan		3050	33.955	107.763333	WGS84			F.J.A. Slieker	"Clanis undulosa  Moore, 1879"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis		pales	palina		"(Fruhstorfer, 1903)"		ICZN	accepted	
NMR996800084989	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria pales (Fruhstorfer, 1903) (NMR 996800084989)"	NMR	Insecta	PreservedSpecimen	NMR996800084989	NMR996800084989		1			imago	in collection	2004-07-00	2004	7	0					Asia		China	CN-61	Shaanxi	Mount Taibai Shan		3050	33.955	107.763333	WGS84			F.J.A. Slieker	"Callerebia polyphemus  Tytler, 1914"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Callerebia		pales	palina		"(Fruhstorfer, 1903)"		ICZN	accepted	
NMR996800084990	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria pales (Fruhstorfer, 1903) (NMR 996800084990)"	NMR	Insecta	PreservedSpecimen	NMR996800084990	NMR996800084990		1			imago	in collection	2004-07-00	2004	7	0					Asia		China	CN-61	Shaanxi	Mount Taibai Shan		3050	33.955	107.763333	WGS84			F.J.A. Slieker	"Callerebia polyphemus  Tytler, 1914"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Callerebia		pales	palina		"(Fruhstorfer, 1903)"		ICZN	accepted	
